,Site,SampleTime,SampleDate,pH,LocationType,GWType,X,Y,Na_mgL,Mg_mgL,Al_mgL,SiO2_mgL,K_mgL,Ca_mgL,Mn_mgL,Fe_mgL,F_mgL,Cl_mgL,NO3_mgL,SO4_mgL,DOC_mgL,TDN_mgL,Na_MP,Mg_MP,Al_MP,Si_MP,P_MP,K_MP,Ca_MP,Mn_MP,Fe_MP,Zn_MP,Rb_MP,Sr_MP,Ba_MP,Pb_MP,NH4 mg N/L,Alm_mgL,Alo_mgL,Durham_id,Method,SpecCond,DON_mgL,TMAl_mgL,OMAl_mgL,IMAl_mgL,NH4_NmgL,PO4_PmgL,S_mgL,Sr_mgL,Zn_mgL
1799,W3C,NA,7/10/09,4.96,3,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.21,0,2.55,1.541289758,0.125744884,1.027,0.172,0.026,NA,NA,0.048,0.633,0.008,0.009,0.008,0.00024,0.00469,0.00523,0.00019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1800,W3C,NA,4/1/10,5.31,3,stream,NA,NA,0.71,0.17,0.08,2.07,0.16,0.59,0.01,0,0.01,0.25,0.01,2.46,1.23,0.09,0.638,0.155,0.168,1.839,NA,0.137,0.487,0.011,0.008,0.008,6.00E-04,0.0042,0.00104,1.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,W3C,NA,6/18/10,5.58,3,stream,NA,NA,1.17725,0.202656,0.049151,2.92003,0.040786,0.651093,0.001728,0.001307,0.038277101,0.336338799,0,3.394865868,1.118470547,0.049072734,1.302,0.193,0.054,2.722,NA,0.029,0.667,0.003,0.011,0.004,0.00018,0.00415,0.00315,1.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1802,W3C,NA,8/6/10,5.65,3,stream,NA,NA,1.16088,0.178297,0.0469066,3.18047,0.0219981,0.585771,0.008,0.021,0.034425158,0.303640086,0,3.797255609,1.261551791,0.063210353,1.12138488,0.20453972,0.05678596,2.97933328,NA,0.027566,0.65993004,0.0082698,0.0055132,0.00441056,0.000159883,0.005777834,0.005000472,3.31E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,W3C,NA,8/21/10,5.61,3,stream,NA,NA,1.39034,0.215295,0.0426389,3.42981,0.0373127,0.691973,0.008,0.021,0.043919828,0.35697767,0,4.167004692,1.146174335,0.064479358,1.576,0.249,0.041,3.475,NA,0.042,0.794,0.012,0.006,0.007,0.00017,0.00524,0.00457,6.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,W3C,NA,10/1/10,5.26,3,stream,NA,NA,0.565067,0.140789,0.212766,1.47081,0.181983,0.628058,0.0367421,0.021,0.051466728,0.635138817,0,2.968865517,3.489873903,0.135258022,0.565,0.141,0.201,1.552,NA,0.185,0.634,0.038,0.007,NA,0.00108,0.00439,0.00439,9.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,W3C,NA,8/20/13,6.09,3,stream,NA,NA,1.88301,0.219919,0.0402639,3.18397,0.487939,0.753042,0.008,0.021,0.113627062,0.958907792,0.093502443,3.210676039,2.12921487,0.407990932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017744728,0.01374832,0.008973389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,W3C,NA,9/3/13,5.84,3,stream,NA,NA,1.364,0.205928,0.0365803,3.02058,0.115147088,0.70092,0.008,0.021,0.035509154,0.311350278,0.051732605,2.998651609,1.442581842,0.087368036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003807728,0.018894013,0.011985035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,W3C,NA,6/5/14,5.85,3,stream,NA,NA,1.06574,0.205656,0.049994,2.98007,0.093026,0.733882,0.008,0.021,0.040110352,0.460743671,0.083469708,3.237552884,1.133111983,0.102201256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012799196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1808,W3C,NA,6/13/14,5.77,3,stream,NA,NA,1.00641,0.203843,0.074124,2.31616,0.15524,0.660432,0.008,0.021,0.030486945,0.467276601,0.259083894,2.684101697,1.894854772,0.124767297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.026140721,0.015226601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809,W3C,NA,6/14/14,5.73,3,stream,NA,NA,0.947054,0.190611,0.056617,2.53092,0.109103,0.688682,0.008,0.021,0.032824989,0.482649689,0.156236657,2.842701626,1.423503029,0.100756486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.02478205,0.011348472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1810,W3C,NA,6/16/14,5.48,3,stream,NA,NA,1.32662,0.199796,0.047819,2.72865,0.381097,0.750256,0.008,0.021,0.170808628,0.861814236,0.041052565,3.393323706,2.590607114,0.508845137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022481059,0.01888272,0.00935925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1811,W3D,NA,7/10/09,4.81,3,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.232,0,2.808,1.333184601,0.067448196,1.054,0.184,0.078,2.298,NA,0.049,0.681,0.01,0.01,0.007,0.00023,0.00522,0.00454,9.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1812,W3D,NA,4/1/10,5.29,3,stream,NA,NA,0.73,0.17,0.11,2.13,0.13,0.57,0.01,0,0.01,0.26,0.02,2.52,1.25,0.08,0.665,0.152,0.126,1.893,NA,0.127,0.476,0.013,0.007,0.006,0.00061,0.00452,0.005,3.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1813,W3D,NA,6/18/10,5.57,3,stream,NA,NA,1.16525,0.202602,0.050993,2.9315,0.048675,0.64627,0.004147,0.001226,0.01667972,0.332119512,0,3.439431504,1.029366111,0.046618276,1.255,0.206,0.061,2.956,NA,0.034,0.675,0.004,0.014,0.005,0.00021,0.00452,0.00284,2.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1814,W3D,NA,8/6/10,5.79,3,stream,NA,NA,1.40668,0.208316,0.048827,3.64222,0.0885883,0.675769,0.008,0.021,0.047274669,0.306408048,0,3.686138238,1.109026943,0.054538498,1.24533429,0.21798396,0.05247762,3.12376397,NA,0.13657637,0.70508392,0.00941906,0.0067279,0.05315041,6.73E-05,0.006532791,0.042560695,2.69E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1815,W3D,NA,8/21/10,5.77,3,stream,NA,NA,1.33891,0.239915,0.0366788,3.42196,0.0509813,0.837712,0.008,0.021,0.042269045,0.343833726,0,4.442248759,0.98924239,0.061085509,1.47,0.264,0.044,3.366,NA,0.046,0.926,0.006,0.007,0.008,0.00015,0.00559,0.00475,1.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1816,W3D,NA,10/1/10,5.15,3,stream,NA,NA,0.565024,0.132122,0.227601,1.49173,0.189404,0.589521,0.0449071,0.021,0.056681796,0.627171915,0.057090373,2.96105042,3.449711977,0.137753948,0.586,0.136,0.231,1.616,NA,0.203,0.637,0.047,0.006,NA,0.00118,0.00439,0.00476,9.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1817,W3E,NA,7/10/09,5.06,1,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.36,0,2.6,1.234078504,0.104751747,0.894,0.127,0.074,1.637,NA,0.136,0.518,0.018,0.01,0.029,0.00018,0.00468,0.03735,0.00012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1818,W3E,NA,4/1/10,5.04,1,stream,NA,NA,0.53,0.13,0.19,1.59,0.15,0.42,0.02,0,0.01,0.26,0.04,2.36,1.38,0.11,0.544,0.121,0.211,1.424,NA,0.152,0.336,0.021,0.008,0.007,0.00075,0.00368,0.00587,4.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1819,W3E,NA,10/1/10,4.94,1,stream,NA,NA,0.443953,0.101001,0.2665,1.19073,0.19323,0.461967,0.0617402,0.021,0.05378609,0.63259545,0.069488221,2.955363472,3.76155752,0.148595626,0.436,0.095,0.272,1.209,NA,0.2,0.447,0.06,0.006,NA,0.00116,0.00318,0.00485,0.00011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1820,W3F,1899-12-31 10:40:00,1/31/13,4.95,2,stream,NA,NA,0.523827,0.152944,0.284493,1.59215,0.408092,0.501812,0.0687384,0.021,0.025047542,0.385357587,2.785709354,2.031269633,2.437272572,0.785035424,0.517908922,0.152335935,0.571064595,1.386939607,NA,0.424560551,0.47103264,0.109431068,0.071847416,NA,0.002224527,0.003550747,0.006835682,0.000537271,0.01815914,0.222494566,0.050471418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1821,W3F,1899-12-31 10:43:00,1/14/13,5.06,2,stream,NA,NA,0.379287,0.0211391,0.587463,1.50193,0.0471197,0.11986,0.0656526,0.021,0.026633521,0.554262264,1.063411189,2.234060863,1.615038198,0.294747098,0.383462338,0.062481879,0.842072296,1.460155621,NA,0.096805474,0.133514857,0.07331748,0.26317517,NA,0.000878608,0.000991495,0.004791068,0.000510199,0.0025,0.475026831,0.029974147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1822,W3F,1899-12-31 11:50:00,12/3/12,5.17,2,stream,NA,NA,1.4596,0.321083,0.0240669,3.89852,0.309551,1.42427,0.088753,0.021,0.038537797,0.533290984,1.046188021,2.315378628,1.093278967,0.289652031,0.794212635,0.150453673,0.248086269,1.822955178,NA,0.102019296,0.500306173,0.033736964,5.88E-05,NA,0.000658322,0.004292383,0.005892118,3.71E-05,0.0025,0.114864743,0.020426526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1823,W3F,1899-12-31 12:04:00,12/18/12,5.24,2,stream,NA,NA,0.683521,0.123017,0.114386,1.81686,0.085653,0.409184,0.008,0.021,0.037528874,0.466431227,0.536328605,2.535261214,0.987446522,0.152364715,0.645061426,0.119957449,0.1515523,1.553623208,NA,0.075913997,0.409513377,0.016569961,0.001646167,NA,0.000420787,0.003527914,0.004448951,2.23E-05,0.0025,0.084521921,0.017862421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1824,W3F,1899-12-31 12:15:00,11/21/12,5.38,2,stream,NA,NA,0.813356,0.11996,0.09075,1.93488,0.059331,0.499121,0.008,0.021,0.031407393,0.452171827,0.167790525,2.901611495,0.93470891,0.11034144,0.750609165,0.128225223,0.137400991,1.833172105,NA,0.053566208,0.452784018,0.019861812,0.003872347,NA,0.000324169,0.003915363,0.00445543,0.000131035,0.0025,0.061767356,0.016141811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1825,W3F,1899-12-31 12:23:00,3/11/13,5.19,2,stream,NA,NA,0.794434,0.164694,0.0907039,2.15424,0.103226,0.522002,0.008,0.021,0.03849986,0.586504246,0.634158695,3.064553632,1.064124854,0.217340488,0.775805751,0.158712893,0.632327577,1.935092,NA,0.109866252,0.441412546,0.081083505,0.153497461,NA,0.000586765,0.00371931,0.005087308,0.000836223,0.0025,0.06419755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1826,W3F,1899-12-31 12:23:00,3/11/13,5.2,2,stream,NA,NA,0.812804,0.17075,0.0686315,1.98182,0.172713,0.565888,0.008,0.021,0.028805248,0.709725498,0.763665271,2.936710553,1.106893303,0.389430832,0.858062047,0.176987454,0.065222821,1.731394669,NA,0.204946335,0.711014941,0.01070729,0.003005668,NA,0.000880305,0.005074165,0.013479227,NA,0.087749513,0.034559159,0.013575718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1827,W3F,1899-12-31 12:25:00,10/30/12,5.25,2,stream,NA,NA,0.607924,0.105219,0.108836,1.79729,0.230263,0.397099,0.0343515,0.021,0.007614134,0.452818348,0.25612559,2.576001871,1.595612686,0.144569336,0.576638978,0.091286645,0.14,1.639772242,-0.001,0.217208202,0.3316007,0.029,0,0.007,0.001126452,0.003129412,0.00495082,0,-0.003615068,0.085134039,0.024826639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1828,W3F,1899-12-31 12:45:00,10/29/12,5.22,2,stream,NA,NA,0.737262,0.122691,0.0823611,2.07761,0.0747577,0.452977,0.0202271,0.021,0.067475769,0.350930799,0.107621758,2.637819817,1.102047914,0.083975389,0.687099042,0.108583062,0.075,1.859032028,-0.001,0.061927445,0.4051406,0.017,0,0.008,0.000365054,0.003835294,0.00445082,7.00E-05,-0.004023902,0.076472251,0.01776773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1829,W3F,1899-12-31 13:00:00,11/6/12,5.29,2,stream,NA,NA,0.706246,0.116606,0.11706,1.91534,0.071746,0.426704,0.018482,0.021,0.030790599,0.438671005,0.157780453,2.776895326,1.07701894,0.08406926,0.836710136,0.142095101,0.168105561,2.045515096,NA,0.072941331,0.504997558,0.023830471,0.002351089,NA,0.000516648,0.004375885,0.005348583,0.000221631,0.0025,0.069836335,0.01674853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1830,W3F,1899-12-31 13:20:00,3/13/13,4.96,2,stream,NA,NA,0.598284,0.149915,0.265267,1.67932,0.246726,0.484723,0.0625014,0.021,0.036726296,0.673129608,2.311136196,2.236059596,1.333441812,0.613262248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.206252529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1831,W3F,1899-12-31 14:00:00,1/28/13,5.09,2,stream,NA,NA,0.755947,0.14124,0.0818958,2.12197,0.0696965,0.451739,0.008,0.021,0.013122547,0.456285235,0.494963,2.857437028,1.154728288,0.288087457,0.87595236,0.167121868,0.235660286,2.081616925,NA,0.125315893,0.484421366,0.014608968,0.101201715,NA,0.0006162,0.003809897,0.004119277,0.000695341,0.014940863,0.106529718,0.016235934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1832,W3F,1899-12-31 14:28:00,1/2/13,5.32,2,stream,NA,NA,0.751861,0.133141,0.086413,2.02105,0.078586,0.454843,0.008,0.021,0.020816035,0.4388852,0.485822014,2.729293415,0.91585875,0.158256147,0.807417593,0.152693972,0.229965424,1.996445266,NA,0.070635154,0.497191901,0.022550244,0.008687328,NA,0.000432399,0.004367758,0.004762227,0.000162956,0.0025,0.085563268,0.017238397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1833,W3F,1899-12-31 14:40:00,7/16/14,5.38,2,stream,NA,NA,0.654796,0.114704,0.0876285,1.844396252,0.090185121,0.499994316,0.0240155,0.021,0.033215805,0.429731944,0.175579776,2.489428539,1.578508915,0.145378111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.058988327,0.021284451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1834,W3F,NA,7/10/09,5.23,1,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.24,0,2.3,1.66742479,0.102810315,0.701,0.109,0.187,1.499,NA,0.065,0.435,0.021,0.006,0.009,0.00031,0.00375,0.00516,0.00024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1835,W3F,NA,10/15/11,5.11,2,stream,NA,NA,0.459971,0.0825637,0.192541,1.47067,0.102211,0.355508,0.0319603,0.021,0.019088717,0.31015597,0.00842164,2.489222812,2.0684335,0.108337386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,W3F,NA,10/25/11,5.29,2,stream,NA,NA,0.612665,0.113332,0.142483,1.82075,0.0695029,0.433191,0.0239812,0.021,0.017196844,0.281627993,0.007031208,2.868860233,1.127923259,0.074122047,0.639,0.098,0.089,1.575,0.005,0.048,0.38366,0.019,0.002,0.007,3.00E-04,0.003388889,0.0045815,1.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1837,W3F,NA,11/7/11,5.31,2,stream,NA,NA,0.622063,0.125678,0.103497,2.00637,0.0489823,0.462065,0.0178067,0.021,0.016053404,0.286706628,0.055025532,3.066937552,1.173598169,0.071473963,0.712,0.108,0.107,1.611,0.014,0.041,0.398136,0.015,0.002,0.007,0.00025,0.003444444,0.005015,5.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1838,W3F,NA,11/22/11,5.35,2,stream,NA,NA,0.75,0.129923,0.105368,2.11234,0.059164,0.500085,0.008,0.021,0.025050076,0.277455659,0.076101252,3.040793967,0.929303565,0.086942231,0.737,0.117,0.108,1.606,0.002,0.038,0.399452,0.012,0.001,0.007,0.00025,0.003511111,0.004505,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1839,W3F,NA,12/7/11,5.16,2,stream,NA,NA,0.63,0.112077,0.147822,1.80321,0.0682567,0.43346,0.0202427,0.021,0.043105364,0.304053439,0.332705193,2.647083007,1.114980331,0.152609613,0.627,0.1,0.15,1.466,0.002,0.062,0.359972,0.016,0.003,0.008,0.00037,0.003155556,0.0055845,1.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1840,W3F,NA,12/21/11,5.23,2,stream,NA,NA,0.67,0.124837,0.135699,1.87424,0.0579965,0.458734,0.008,0.021,0.038872354,0.308783693,0.399031687,2.790563418,0.785472506,0.13977612,0.663,0.111,0.091,1.539,0.002,0.045,0.373132,0.012,0.001,0.007,0.00031,0.003266667,0.004981,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1841,W3F,NA,1/5/12,5.12,2,stream,NA,NA,0.65,0.12934,0.163291,1.86901,0.0681447,0.460342,0.0174485,0.021,0.033280409,0.289257729,0.692100412,2.687029662,0.930839238,0.235786694,0.636,0.113,0.155,1.482,0.003,0.059,0.381028,0.013,0.001,0.007,0.00035,0.003211111,0.0055505,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842,W3F,NA,2/1/12,5.23,2,stream,NA,NA,0.68,0.145221,0.148203,1.81146,0.0840842,0.511739,0.0190635,0.021,0.025843158,0.330338565,0.913306173,2.696938088,0.826413232,0.274768431,0.669,0.125,0.084,1.127,0.012,0.066,0.417876,0.015,0.003,0.007,0.00041,0.003444444,0.0058565,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843,W3F,NA,3/14/12,4.98,2,stream,NA,NA,0.65,0.157566,0.205829,1.77508,0.174871,0.503555,0.0496764,0.021,0.080341833,0.323896415,2.410739491,2.193269561,1.27670705,0.571944018,0.622,0.144,0.203,1.371,0.002,0.156,0.437616,0.041,0,0.01,0.00078,0.003622222,0.00833,1.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1844,W3F,NA,3/28/12,5.18,2,stream,NA,NA,0.69,0.13863,0.135321,1.91102,0.143478,0.446916,0.0187481,0.021,0.033002395,0.316908861,0.658741276,2.769384531,0.890306361,0.20009354,0.681,0.142,0.146,1.611,0.003,0.143,0.499468,0.017,0,0.011,0.00066,0.003822222,0.006069,0.00082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1845,W3F,NA,4/14/12,5.35,2,stream,NA,NA,0.83,0.150363,0.115797,2.1625,0.16491,0.522402,0.008,0.021,0.01765267,0.326847509,0.3303705,2.932349191,1.005461309,0.137530258,0.747,0.146,0.092,1.749,0.005,0.122,0.509996,0.012,0,0.007,0.00061,0.004077778,0.00629,4.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,W3F,NA,4/24/12,5.01,2,stream,NA,NA,0.597261,0.145211,0.160084,1.98713,0.224374,0.498613,0.0286412,0.021,0.039819329,0.34443935,1.1986899,2.326805993,1.456076303,0.396428643,0.619,0.146,0.172,1.464,0.001,0.204,0.458672,0.025,0.002,0.008,0.00104,0.003966667,0.0079305,5.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1847,W3F,NA,5/5/12,5.09,2,stream,NA,NA,0.603872,0.129934,0.119719,1.99789,0.174986,0.432499,0.0179854,0.021,0.019735045,0.330557401,0.569582958,2.536660984,1.263815922,0.235134343,0.652,0.134,0.146,1.549,0,0.16,0.4692,0.018,0,0.008,0.00082,0.003744444,0.0080665,5.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1848,W3F,NA,5/25/12,5.35,2,stream,NA,NA,0.701388,0.136371,0.0972226,2.34965,0.116607,0.483166,0.0164607,0.021,0.022946699,0.325322051,0.025925346,2.702021522,1.221711772,0.090303035,0.741,0.136,0.091,1.729,0.003,0.098,0.465252,0.014,0,0.007,0.00058,0.003933333,0.007072,2.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,W3F,NA,6/7/12,5.21,2,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025353237,0.376087595,0.031906497,2.511904764,1.251867006,0.078714586,0.597,0.114,0.13,1.476,0,0.065,0.428404,0.016,0,0.008,0.00042,0.003522222,0.006919,3.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850,W3F,NA,6/22/12,NA,2,stream,NA,NA,0.833035,0.132867,0.111556,2.13867,0.168153,0.509886,0.019434,0.021,0.037790219,0.501830141,0.038228751,2.702561524,1.145428061,0.195933353,0.83313099,0.120114007,0.059,1.874619217,0,0.224602524,0.449498,0.016,0.002,0.014,0.000531935,0.004317647,0.005885246,3.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1851,W3F,NA,7/6/12,NA,2,stream,NA,NA,0.96771,0.137401,0.061379,2.19293,0.261615,0.510472,0.022282,0.021,0.02311388,0.681467261,0.059363011,2.776241754,1.493269658,0.306578999,0.879,0.115,0.097,1.703,0.012,0.232,0.497494,0.018,0.002,0.014,0.00051,0.00405128,0.00694584,0.00015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1852,W3F,NA,8/10/12,4.75,2,stream,NA,NA,0.31996,0.107335,0.289213,1.32831,0.17803,0.487619,0.064233,0.021,0.032084686,0.235900513,1.26597778,2.206749275,3.953120487,0.392746617,0.318,0.097,0.261,1.096,0.012,0.152,0.504946,0.051,0.003,0.009,0.00098,0.00370988,0.00998903,0.00022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853,W3F,NA,8/21/12,5.13,2,stream,NA,NA,0.7597065,0.113267,0.086231,2.02703,0.06047415,0.4771255,0.0199663,0.021,0.014275591,0.344702988,0.048994928,2.615399632,1.336865643,0.083793766,0.834449108,0.126892686,0.18051708,1.872733542,NA,0.04795397,0.461737828,0.027039504,0.018790631,NA,0.000319914,0.004306738,0.006305387,0.000164592,0.0085696,0.050880471,0.015216988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854,W3F,NA,9/10/12,5.17,2,stream,NA,NA,0.6735805,0.1015678,0.09817155,1.889125,0.0437412,0.4137975,0.01748815,0.021,0.012862403,0.28898821,0.002,2.669224782,1.321151445,0.067049253,0.624380192,0.089364821,0.101,1.676142349,0.0015,0.025880126,0.3526121,0.016,0,0.007,0.000198172,0.003352941,0.004713115,0,0.001742227,0.050380068,0.016441395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1855,W3F,NA,9/24/12,5.22,2,stream,NA,NA,0.656036,0.10423,0.117052,1.85217,0.0406908,0.430541,0.0204802,0.021,0.021583566,0.319092916,0.029008269,3.426951118,1.161731672,0.071563964,0.625316294,0.093208469,0.111,1.66055516,0,0.030501577,0.3736235,0.017,0.001,0.007,0.000208602,0.003552941,0.004631148,0,0.001818369,0.047430727,0.013059478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,W3F,NA,10/9/12,5.24,2,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048852243,0.326351281,0.023442403,2.958270324,1.173944213,0.074338939,0.631530935,0.100137615,0.099555556,1.638341772,-0.002,0.040622419,0.38948,0.02,0.00092163,0.007,0.00026417,0.003204545,0.004333333,2.00E-05,0.002191899,0.069414032,0.019405204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,W3F,NA,10/22/12,4.98,2,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056131996,0.370355905,0.146395256,2.761555444,1.291628024,0.088302827,0.87057508,0.138371336,0.052,2.61033452,0,0.529618297,0.7915169,0.004,0.005,0.005,0.002159032,0.013352941,0.002819672,0.00025,-0.002852657,0.105885467,0.021902902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1858,W3F,NA,3/27/13,5.22,2,stream,NA,NA,0.682559,0.146114,0.135101,1.92016,0.12700104,0.48577,0.0167336,0.021,0.015641567,0.479721242,1.005240041,2.684917219,0.982177849,0.298316569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.07553239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859,W3F,NA,3/28/13,5.13,2,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023289723,0.457775336,0.924262345,2.486653589,0.962598349,0.283456324,0.747709505,0.154910669,0.18716651,1.792304117,NA,0.130379033,0.481276421,0.014618907,0.000129398,NA,0.000752906,0.00476235,0.009427321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860,W3F,NA,3/29/13,5.2,2,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022564746,0.445356044,0.875044061,2.453059295,0.890202715,0.265291898,0.718704413,0.151069157,0.182743621,1.799180448,NA,0.12518893,0.475738727,0.014157525,-0.000424567,NA,0.000760012,0.00471778,0.009347468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861,W3F,NA,3/30/13,5.18,2,stream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012890443,0.440144577,0.888186112,2.473764953,0.901464258,0.270606381,0.65488878,0.136984251,0.192643143,1.633511027,NA,0.121634083,0.431020873,0.014942489,-0.000641875,NA,0.00072377,0.004223481,0.0088866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
